Id_Comuna;Comuna;Establecimiento;Pertenecencia;Direccion;Id_Comuna;Nombre_Comuna
5109;Vina del Mar;Hospital Dr Gustavo Fricke Vina del Mar;Publico;Calle alvarez 1532;;
5501;Quillota;Hospital San Martin Quillota;Publico;Calle Concepcion 1050;;
5801;Quilpue;Hospital de Quilpue;Publico;Calle San Martin 1270;;
5502;Calera;Hospital Dr Mario Sanchez Vergara La Calera;Publico;Calle Carrera 1603;;
5802;Limache;Hospital Santo Tomas Limache;Publico;No hay informacion;;
5401;La Ligua;Hospital San Agustin La Ligua;Publico;Calle Portales 1020;;
5402;Cabildo;Hospital Dr Victor Hugo Moll Cabildo;Publico;No hay informacion;;
5404;Petorca;Hospital de Petorca;Publico;Calle Manuel Montt 860;;
5107;Quintero;Hospital Adriana Cousino Quintero;Publico;Calle Aranguiz Tudela 380;;
5804;Villa Alemana;Hospital Juana Ross de Edwards Penablanca, Villa Alemana;Publico;Calle Sargento Aldea 660;;
5802;Limache;Hospital Centro Geriatrico Paz de la Tarde Limache;Publico;Calle Caupolican 198;;
5109;Vina del Mar;Clinica Miraflores;Privado;Calle Los Fresnos 276;;
5109;Vina del Mar;Clinica Renaca;Privado;Calle Anabaena, Jardin del Mar 336;;
5801;Quilpue;Clinica Los Carrera;Privado;Calle Caupolican 958;;
5801;Quilpue;Clinica Dr Manzur;Privado;Calle Anibal Pinto 818;;
5109;Vina del Mar;Sanatorio Maritimo San Juan de Dios;Privado;Avenida San Martin 1355;;
5109;Vina del Mar;Instituto de Seguridad del Trabajo;Privado;Calle alvarez 662;;
5109;Vina del Mar;Hospital Ninos y Cunas;Privado;Calle Limache 1667;;
5109;Vina del Mar;Hospital Naval Almirante Neff;Privado;No hay informacion;;
5502;Calera;Clinica Los Leones;Privado;Avenida Latorre 54;;
5109;Vina del Mar;Clinica Ciudad del Mar ex Avansalud;Privado;Calle 13 Norte 635;;
5109;Vina del Mar;Hospital Clinico Vina del Mar;Privado;Calle Limache 1741;;
5109;Vina del Mar;Megasalud SA Centro Medico y Dental Vina del Mar;Privado;Calle 3 Norte 464;;
5109;Vina del Mar;Centro de Salud Mutual CChC Vina del Mar;Privado;Calle Limache 1300;;
5801;Quilpue;Megasalud SA Centro Medico y Dental Quilpue;Privado;Calle Anibal Pinto 843;;
5109;Vina del Mar;Centro Medico y Dental Zona V de Valparaiso;Privado;Calle 3 Poniente 261;;
5109;Vina del Mar;Centro de Atencion Primaria de Salud Naval Vina del Mar;Privado;No hay informacion;;
5804;Villa Alemana;Centro de Atencion Primaria de Salud Naval Villa Alemana;Privado;Avenida Valparaiso 1795;;
5109;Vina del Mar;MAS Salud Limitada;Privado;Calle 14 Norte 571;;
5109;Vina del Mar;Laboratorio Clinico Vida Integra;Privado;Calle 13 Norte 635;;
5109;Vina del Mar;Policlinico de la Asociacion Chilena de Seguridad AChS Agencia Vina del Mar;Privado;Calle 7 Norte 550;;
5802;Limache;Centro de Rehabilitacion Limache Capredena;Privado;Avenida Urmeneta 855;;
5401;La Ligua;Policlinico de la Asociacion Chilena de Seguridad AChS Agencia La Ligua;Privado;Avenida Portales 746;;
5402;Cabildo;Policlinico de la Asociacion Chilena de Seguridad AChS Agencia Cabildo;Privado;Avenida Humeres 371;;
5101;Valparaiso;Vacunatorio Internacional Inmunyzan;Privado;Calle Colon, Piso 2, N� 8 2020;;
5109;Vina del Mar;Centro de Salud Familiar Nueva Aurora;Publico;No hay informacion;;
5109;Vina del Mar;Centro de Salud Familiar Profesor Eugenio Cienfuegos;Publico;No hay informacion;;
5109;Vina del Mar;Centro de Salud Familiar Miraflores;Publico;No hay informacion;;
5109;Vina del Mar;Centro de Salud Familiar Gomez Carreno;Publico;Calle 19 Poniente 5650;;
5109;Vina del Mar;Centro de Salud Familiar Marco Maldonado;Publico;Calle alvarez 1682;;
5103;Con Con;Centro de Salud Familiar Concon;Publico;Calle Chanarcillo 1150;;
5801;Quilpue;Centro de Salud Familiar Quilpue;Publico;Calle Covadonga 1490;;
5801;Quilpue;Centro de Salud Familiar El Belloto;Publico;No hay informacion;;
5804;Villa Alemana;Centro de Salud Familiar Villa Alemana;Publico;Avenida Quinta 32;;
5501;Quillota;Centro de Salud Familiar Dr Miguel Concha;Publico;Calle Maipu 902;;
5501;Quillota;Centro de Salud Familiar Cardenal Raul Silva Henriquez;Publico;No hay informacion;;
5504;La Cruz;Centro de Salud Familiar La Cruz;Publico;Avenida 21 de Mayo 5010;;
5109;Vina del Mar;Centro de Salud Familiar Lusitania;Publico;Calle Garcia Lorca 101;;
5105;Puchuncavi;Centro de Salud Familiar Ventanas;Publico;No hay informacion;;
5105;Puchuncavi;Centro de Salud Familiar Puchuncavi;Publico;No hay informacion;;
5803;Olmue;Centro de Salud Familiar Manuel Lucero;Publico;Calle Lo Rojas 2250;;
5501;Quillota;Centro de Salud Familiar Boco;Publico;No hay informacion;;
5501;Quillota;Centro de Salud Familiar San Pedro;Publico;No hay informacion;;
5501;Quillota;Centro de Salud Familiar La Palma;Publico;No hay informacion;;
5502;Calera;Centro de Salud Familiar Artificio;Publico;Calle Camilo Henriquez 88;;
5503;Hijuelas;Centro de Salud Familiar Hijuelas;Publico;Calle Manuel Rodriguez 465;;
5506;Nogales;Centro de Salud Familiar Nogales;Publico;No hay informacion;;
5506;Nogales;Centro de Salud Familiar UE Rosa Sanchez G El Melon;Publico;Calle Gustavo Filippi Murato 601;;
5109;Vina del Mar;Centro de Salud Familiar Dr Juan Carlos Baeza;Publico;Avenida Tamarugal 350;;
5109;Vina del Mar;Centro de Salud Familiar Brigida Zavala;Publico;Calle Blanca Vergara 1794;;
5109;Vina del Mar;Centro de Salud Familiar Las Torres;Publico;No hay informacion;;
5804;Villa Alemana;Centro de Salud Familiar Eduardo Frei Montalva;Publico;No hay informacion;;
5404;Petorca;Centro de Salud Familiar Chincolco;Publico;No hay informacion;;
5109;Vina del Mar;Consultorio Modulo Odontologico Simon Bolivar;Publico;Calle Limache 1621;;
5804;Villa Alemana;Centro de Salud Familiar Juan Bautista Bravo Vega;Publico;Calle Las Araucarias 750;;
5109;Vina del Mar;Centro de Salud Familiar Renaca Alto Dr Jorge Kaplan;Publico;Avenida Quinta 875;;
5201;Isla de Pascua;Hospital Hanga Roa Isla De Pascua;Publico;No hay informacion;;
5401;La Ligua;Centro de Salud Familiar Raul Sanchez Banados;Publico;Calle Papudo 655;;
5601;San Antonio;Policlinico Instituto de Seguridad del Trabajo de San Antonio;Privado;Calle Independencia 1060;;
5501;Quillota;Policlinico Instituto de Seguridad del Trabajo de Quillota;Privado;Avenida Condell 563;;
5109;Vina del Mar;Instituto Medico Infantil;Privado;Avenida Libertad of. 601, Edifico Torres Coraceros 1406;;
5301;Los Andes;COSAM Los Andes;Publico;Calle Bernardo O�Higgins 470;;
5502;Calera;Centro Comunitario de Salud Familiar El Trigal;Publico;Calle Aconcagua, Sector El Trigal 926;;
5101;Valparaiso;SAR Plan de Valparaiso;Publico;Avenida Colon 1970;;
5502;Calera;COSAM La Calera;Publico;Calle Ignacio Carrera Pinto, esq. Zenon Ortiz 423;;
5501;Quillota;Centro Comunitario de Salud Familiar Ruta Norte;Publico;Calle Teniente Riquelme, Villa La Escuela 230;;
5701;San Felipe;COSAM San Felipe;Publico;Calle Sargento Cajales 1900;;
5101;Valparaiso;COSAM Domingo Asun Salazar;Publico;Calle Condell 1231;;
5506;Nogales;Centro Comunitario de Salud Familiar El Poligono;Publico;No hay informacion;;
5101;Valparaiso;Laboratorio Clinico Valparaiso Ltda;Privado;Avenida Brasil, Local 1, Piso 1 2222;;
5705;Putaendo;Centro Comunitario de Salud Familiar Estacion Las Coimas;Publico;No hay informacion;;
5109;Vina del Mar;Integramedica Vina del Mar;Privado;Calle 13 Norte, Piso 4 - 5 853;;
5103;Con Con;Laboratorio Clinico Laboclin;Privado;Calle Clarencia, local N� 3 877;;
5101;Valparaiso;Centro Odontologico Uno Saluld Dental Valparaiso;Privado;Calle Blanco, Piso 1 y 2 1297;;
5109;Vina del Mar;Centro Odontologico Uno Saluld Dental Vina del Mar;Privado;Calle 13 Norte, Edificio Jardin Oriente 798;;
13113;La Reina;Integramedica Sucursal Plaza Egana;Privado;Avenida Larrain 5862;;
13120;nunoa;Centro Medico - PDI;Privado;Calle Brown Norte 235;;
13125;Quilicura;Centro Comunitario de Salud Familiar Beato Padre Hurtado;Publico;Calle Parroquia Nuestra Senora del Carmen 551;;
13120;nunoa;Vacunatorio Pharmavisan;Privado;Calle Los Jardines 263;;
13123;Providencia;Vacunatorio RENVAC;Privado;Calle La Concepcion 141;;
13132;Vitacura;Centro Odontologico Uno Salud Dental Vitacura;Privado;Avenida Vitacura, Local 101 5250;;
13114;Las Condes;Centro Odontologico Uno Salud Dental Las Condes;Privado;Avenida Padre Hurtado Sur, Piso 2 Locales 24-25-26, Centro Punto Vivo Padre Hurtado 1621;;
13130;San Miguel;Centro Odontologico Uno Salud Dental San Miguel;Privado;Avenida Llano Subercaseaux 3811;;
13101;Santiago;Centro Odontologico Uno Salud Dental Teatinos;Privado;Calle Teatinos, Local 335 - 339 333;;
13201;Puente Alto;Centro Odontologico Uno Salud Dental Puente Alto;Privado;Avenida Concha y Toro, Local 4 y 12 al 15 625;;
13123;Providencia;Centro Odontologico Uno Salud Dental Providencia;Privado;Avenida Coyancura, Local 6 y 7 2229;;
13101;Santiago;Centro Odontologico Uno Salud Dental Merced;Privado;Calle Merced, Piso 2 501;;
13113;La Reina;Centro Odontologico Uno Salud Dental La Reina;Privado;Avenida Principe de Gales 6938;;
13123;Providencia;Centro Odontologico Uno Salud Dental Hernando de Aguirre;Privado;Avenida Hernando de Aguirre, Local 101 215;;
13119;Maipu;Centro Odontologico Uno Salud Dental Maipu;Privado;Avenida 5 de Abril, Local 35 33;;
13123;Providencia;Centro Odontologico Uno Salud Dental La Concepcion;Privado;Avenida La Concepcion, Local 102 201;;
13401;San Bernardo;Centro Odontologico Uno Salud Dental San Bernardo;Privado;Calle Eyzaguirre, Piso 6 650;;
13101;Santiago;Centro Odontologico Uno Salud Dental Santa Lucia;Privado;Calle Santa Rosa, Local 14 12;;
13101;Santiago;Centro Odontologico Uno Salud Dental Moneda;Privado;Calle Moneda 953;;
13110;La Florida;Centro Odontologico Uno Salud Dental La Florida;Privado;Calle Froilan Roa 894;;
13120;nunoa;Centro Odontologico Uno Salud Dental nunoa;Privado;Avenida Irarrazaval, Local 12 2401;;
13106;Estacion Central;Centro Odontologico Uno Salud Dental Estacion Central;Privado;Calle San Francisco de Borja, Local S122-A 122;;
13109;La Cisterna;Centro Odontologico Uno Salud Dental La Cisterna;Privado;Avenida Americo Vespucio, Local 312 al 315 33;;
13102;Cerrillos;Centro Comunitario de Salud Familiar Buzeta;Publico;Avenida Carlos Valdovinos 3955;;
13104;Conchali;Centro Comunitario de Salud Familiar Alberto Bachelet;Publico;Pasaje Cunaco 1424;;
13129;San Joaquin;Centro Comunitario de Salud Familia Martin Henriquez;Publico;Calle Martin Henriquez 4537;;
13126;Quinta Normal;Centro Comunitario de Salud Familiar Salud Plaza Mexico;Publico;Calle Huerfanos 4490;;
13123;Providencia;Clinica de Cirugia y Estetica Edelweiss;Privado;Calle Calle Miguel Claro 996;;
13101;Santiago;Centro Medico y Dental Matucana;Privado;Calle Matucana, Piso 2 727;;
13601;Talagante;Centro Comunitario de Salud Familiar Villa Los Presidentes;Publico;Avenida Salvador Allende, Villa Los Presidentes 1100;;
13114;Las Condes;Clinica Milano;Privado;Calle Estoril 645;;
13119;Maipu;Laboratorio Vidaintegra;Privado;Avenida Los Pajaritos, Piso 6 1948;;
13123;Providencia;Vacunatorio Mediclown;Privado;Calle Collypi 126;;
13109;La Cisterna;Centro Comunitario de Salud Familiar Eduardo Frei Montalva;Publico;Calle Victoria 8396;;
13130;San Miguel;Centro Comunitario de Salud Familiar Atacama;Publico;Calle Segunda Avenida 1462;;
13123;Providencia;Centro Clinico Integral Las Lilas;Privado;Avenida Manuel Montt 427;;
13201;Puente Alto;Centro de Referencia de Salud Hospital Provincia Cordillera;Publico;Calle Eyzaguirre 2061;;
13123;Providencia;Centro Comunitario de Salud Familiar Andacollo;Publico;Calle Andacollo 1661;;
13601;Talagante;Centro de Salud Esmeralda;Privado;Calle Esmeralda, Piso 2, Oficina 14 1062;;
13501;Melipilla;Centro de Salud La Araucana Salud;Privado;Calle Libertad 592;;
13101;Santiago;Centro de Salud La Araucana Salud;Privado;Calle Merced 472;;
13120;nunoa;Centro Comunitario de Salud Familiar Villa Olimpica;Publico;Avenida Salvador 1350;;
13401;San Bernardo;Centro Clinico San Bernardo;Privado;Calle OHiggins 237;;
13120;nunoa;Centro Medico y Dental ISP;Privado;Calle Marathon 1000;;
13132;Vitacura;Clinica Psiquiatrica Mida;Privado;Avenida Geronimo de Alderete 1109;;
13101;Santiago;Centro Medico y Dental Servicio de Bienestar MOP;Privado;Calle Morande 59;;
13115;Lo Barnechea;Clinica MEDS La Dehesa;Privado;Avenida Jose Alcalde Delano 10581;;
13201;Puente Alto;COSAM CEIF Puente Alto Norte;Publico;Avenida Concha y Toro 2531;;
13123;Providencia;Clinica Vida Estetica;Privado;Avenida Eliodoro Yanez 1759;;
13101;Santiago;Servicio Medicina Preventiva del Ejercito;Privado;Avenida Libertador Bernardo OHiggins,Torre 3 Piso 9 1449;;
13110;La Florida;Centro Comunitario de Salud Familiar Las Lomas;Publico;Avenida Jardin Alto 9057;;
13114;Las Condes;Centro Medico Medicien;Privado;Avenida Americo Vespucio, of. 102, Piso 1 100;;
13123;Providencia;Clinica Paris SpA;Privado;Avenida Los Leones 465;;
13602;El Monte;Centro Comunitario de Salud Familiar Lo Chacon;Publico;Pasaje Los Platanos, Villa Los alamos 3 124;;
13122;Penalolen;Clinica Las Condes Penalolen;Privado;Avenida Los Presidentes 8950;;
13130;San Miguel;Laboratorio Medicina Nuclear Bicentenario;Privado;Avenida Jose Miguel Carrera of. 102 - 103 y 104 3840;;
13119;Maipu;Centro Medico Clinica Hospital Profesor;Privado;Calle Tristan Valdes 66;;
13601;Talagante;SAR Oriente Maria Eugenia Torres;Publico;Pasaje Quemchi, Villa Monaco 1075;;
13110;La Florida;Clinica Bupa Santiago;Privado;Avenida Departamental 1455;;
13114;Las Condes;Clinica Psiquiatrica Creser;Privado;Calle Martin de Zamora 4602;;
13101;Santiago;Laboratorio Clinico Metropolitano;Privado;Avenida Libertador Bernardo OHiggins, Depto. 63 776;;
13401;San Bernardo;Laboratorio Clinico Megasalud;Privado;Avenida America, Piso 1 654;;
13101;Santiago;Laboratorio Clinico Omega;Privado;Calle Matucana, Piso 2 727;;
13118;Macul;Consultorio Escuela de Suboficiales de Carabineros de Chile;Privado;Calle Rodrigo de Araya 2601;;
13120;nunoa;Centro Medico Irarrazaval Pontificia Universidad Catolica de Chile;Privado;Avenida Irarrazaval 4949;;
13123;Providencia;Centro Medico y Dental Antonio Varas del Banco del Estado de Chile;Privado;Avenida Providencia 1722;;
13122;Penalolen;Centro de Referencia de Salud Cordillera Oriente;Publico;Avenida Las Torres 5100;;
13123;Providencia;Centro de Salud Familiar Dr Hernan Alessandri;Publico;Calle Los Jesuitas 857;;
13123;Providencia;Centro de Salud Familiar Dr Alfonso Leng;Publico;Avenida Manuel Montt 303;;
13123;Providencia;Centro de Salud Familiar Aguilucho;Publico;Calle El Aguilucho 3292;;
13114;Las Condes;Centro de Salud Familiar Apoquindo;Publico;Calle Cerro Altar 6611;;
13114;Las Condes;Centro de Salud Familiar Anibal Ariztia;Publico;Calle Paul Harris 1140;;
13115;Lo Barnechea;Centro de Salud Familiar Lo Barnechea;Publico;Avenida El Rodeo 13533;;
13132;Vitacura;Centro de Salud Familiar Vitacura;Publico;Calle Indiana 1195;;
13120;nunoa;Centro de Salud Familiar Rosita Renard;Publico;Calle Las Encinas 2801;;
13120;nunoa;Centro de Salud Familiar Salvador Bustos;Publico;Avenida Grecia 4369;;
13118;Macul;Centro de Salud Familiar Felix de Amesti;Publico;Calle El Libano 5557;;
13118;Macul;Centro de Salud Familiar Santa Julia;Publico;Calle Santa Julia 2309;;
13122;Penalolen;Centro de Salud Familiar La Faena;Publico;Avenida Oriental 7250;;
13122;Penalolen;Centro de Salud Familiar San Luis;Publico;Calle La Pradera 5370;;
13122;Penalolen;Centro de Salud Familiar Carol Urzua Ibanez;Publico;Avenida Consistorial 1960;;
13113;La Reina;Centro de Salud Familiar Ossandon;Publico;Calle Echenique 8419;;
13122;Penalolen;Centro de Salud Familiar Lo Hermida;Publico;Calle Coronel Alejandro Sepulveda 6931;;
13118;Macul;Centro de Salud Familiar Padre Alberto Hurtado;Publico;Calle Arturo Prat 4345;;
13113;La Reina;Centro de Salud Familiar Juan Pablo II;Publico;Calle Parinacota 440;;
13122;Penalolen;Centro de Salud Familiar Cardenal Silva Henriquez;Publico;Calle Rio Claro 1020;;
13122;Penalolen;Centro de Salud Familiar Padre Gerardo Whelan;Publico;Avenida Litoral 5960;;
13118;Macul;Centro Odontologico Macul;Publico;Calle Arturo Prat 4345;;
13115;Lo Barnechea;Posta de Farellones;Publico;No hay informacion;;
13123;Providencia;Centro Integramedica Barcelona;Privado;Calle Barcelona 2116;;
13123;Providencia;Clinica Las Acacias;Privado;Avenida Salvador 537;;
13123;Providencia;Clinica Mella;Privado;Calle Providencia 2608;;
13123;Providencia;Centro Servicios Medicos Santa Maria;Privado;Avenida Santa Maria 410;;
13132;Vitacura;Clinica Fundacion Medica San Cristobal;Privado;Calle Luis Pasteur 5292;;
13132;Vitacura;Centro Oftalmologico Luis Pasteur;Privado;Calle Luis Pasteur 5917;;
13122;Penalolen;Clinica Universidad de Chile Quilin;Privado;Calle Mar Tirreno 3349;;
13114;Las Condes;Clinica Arauco Salud;Privado;No hay informacion;;
13118;Macul;Centro Medico San Joaquin CEDIUC;Privado;Avenida Vicuna 4686;;
13123;Providencia;Clinica Astra Providencia;Privado;Calle Rancagua 701;;
13122;Penalolen;Centro Asistencial AChS Egana;Privado;Calle Americo Vespucio 1476;;
13113;La Reina;Centro Asistencial AChS La Reina;Privado;Avenida Jorge 50;;
13114;Las Condes;Centro Asistencial AChS Las Condes;Privado;Avenida Kennedy 5413;;
13118;Macul;Centro Medico Macul;Privado;Calle Macul 2555;;
13132;Vitacura;Centro de Salud Mutual CChC las Tranqueras;Privado;Avenida Las Tranqueras 1327;;
13120;nunoa;Centro Medico y Dental Megasalud nunoa;Privado;Avenida Irarrazaval 2303;;
13114;Las Condes;Centro Medico y Dental Megasalud Kennedy;Privado;Avenida Kennedy 5735;;
13115;Lo Barnechea;Centro Medico Clinica Santa Maria La Dehesa;Privado;Avenida La Dehesa 1445;;
13123;Providencia;Clinica Los Coihues;Privado;Avenida Eliodoro Yanez 1215;;
13123;Providencia;Centro Vida Integra;Privado;Avenida 11 de Septiembre 2350;;
13114;Las Condes;Centro Integra Medica Manquehue;Privado;Avenida Manquehue 329;;
13115;Lo Barnechea;Centro Medico Clinica Alemana La Dehesa;Privado;Avenida El Rodeo 1908;;
13123;Providencia;Clinica Las Lilas;Privado;Avenida Eliodoro Yanez 2087;;
13114;Las Condes;Darvax Salud;Privado;Avenida Cristobal Colon 3018;;
13113;La Reina;Hospital Militar de Santiago;Privado;Avenida Larrain 9100;;
13113;La Reina;COSAM La Reina;Publico;Calle Quillahua 480;;
13118;Macul;COSAM Macul;Publico;Calle Gregorio de la Fuente 3556;;
13120;nunoa;COSAM nunoa;Publico;Calle Pichirangui 3650;;
13114;Las Condes;COSAM Las Condes;Publico;Calle Enrique Foster Sur 153;;
13122;Penalolen;COSAM Penalolen;Publico;Avenida Oriental 7250;;
13123;Providencia;COSAM Provisam;Publico;Calle Manuel Montt 2051;;
13115;Lo Barnechea;COSAM Lo Barnechea;Publico;Calle Padre Alfredo Arteaga 1873;;
13132;Vitacura;COSAM Vitacura;Publico;Calle Indiana 1195;;
13115;Lo Barnechea;Centro Comunitario de Salud Familiar Lo Barnechea;Publico;Calle Circunvalacion Norte 5040;;
13122;Penalolen;Centro Comunitario de Salud Familiar General Carol Urzua Ibanez;Publico;Calle Nueva Vida 2087;;
13113;La Reina;Centro Comunitario de Salud Familiar Dragones de La Reina;Publico;Calle Dragones de La Reina 616;;
13115;Lo Barnechea;Centro Comunitario de Salud Familiar Bicentenario;Publico;Calle Getsemani 229;;
13114;Las Condes;SAPU Anibal Ariztia;Publico;Calle La Escuela 1229;;
13115;Lo Barnechea;SAPU Lo Barnechea;Publico;Avenida El Rodeo 13533;;
13120;nunoa;SAPU Rosita Renard;Publico;Calle Las Encinas 2801;;
13118;Macul;SAPU Santa Julia;Publico;Calle Santa Julia 2309;;
13122;Penalolen;SAPU La Faena;Publico;Avenida Los Orientales 7250;;
13122;Penalolen;SAPU San Luis;Publico;Calle Los Cerezos 5556;;
13122;Penalolen;SAPU Carol Urzua Ibanez;Publico;Avenida Consistorial 1960;;
13122;Penalolen;SAPU Lo Hermida;Publico;Calle Litoral 5960;;
13120;nunoa;SAPU Centro de Urgencia nunoa;Publico;Calle Juan Moya 1320;;
13123;Providencia;Clinica Avansalud Providencia;Privado;Avenida Salvador 100;;
13123;Providencia;Direccion Previsional de Carabineros de Chile;Privado;Calle Santa Beatriz 171;;
13123;Providencia;Laboratorio Clinico Blanco;Privado;Avenida Salvador 31;;
13123;Providencia;Quimica Clinica Especializada;Privado;Avenida Salvador 149;;
13123;Providencia;Laboratorio Bionet;Privado;Avenida Vicuna Mackenna, Piso 3 4;;
13123;Providencia;Bioanalisis Ltda;Privado;Avenida Bustamante 32;;
13123;Providencia;Dilab;Privado;Avenida Vicuna Mackenna, Piso 1 6;;
13123;Providencia;Elsa;Privado;Avenida Italia 1056;;
13132;Vitacura;San Cristobal;Privado;Calle Luis Pasteur 5292;;
13120;nunoa;Red-Lab;Privado;Calle Malaquias Concha 155;;
13114;Las Condes;Instituto Oftalmologico Puerta del Sol;Privado;Calle Puerta del Sol 36;;
13114;Las Condes;Centro de Diagnostico Integramedica Alto Las Condes;Privado;No hay informacion;;
13114;Las Condes;Clinica Paris SpA;Privado;Calle Hernando de Magallanes 142;;
13114;Las Condes;Centro Vida Integra de Las Condes;Privado;Avenida Apoquindo 3281;;
13120;nunoa;Centro Mater Esperanza Nueva Limitada;Privado;Calle Campo de Deporte 727;;
13123;Providencia;Megasalud;Privado;Calle Salvador 100;;
13113;La Reina;VidaIntegra;Privado;Avenida Ossa 345;;
13114;Las Condes;VidaIntegra El Bosque Norte;Privado;Calle Roger 2800;;
13114;Las Condes;Integramedica Las Condes;Privado;Calle Neveria 4715;;
13119;Maipu;Integramedica Maipu;Privado;Avenida Pajaritos 1790;;
13123;Providencia;Clinica New Clinic;Privado;Calle Los Leones 1588;;
13120;nunoa;Centro Vida Integra de nunoa;Privado;Avenida Pedro de Valdivia 3505;;
13123;Providencia;Barnafi Krause Diagnostica;Privado;Avenida Andres Bello 1195;;
13123;Providencia;Centro de Salud Mutual CChC Providencia;Privado;Calle Hernan Alessandri 620;;
13123;Providencia;Centro de Salud Dial Medica;Privado;Calle Ricardo Lyon 396;;
13120;nunoa;Clinica Corporacion de Ayuda al Paciente Mental;Privado;Avenida Condell 1890;;
13130;San Miguel;Actividades gestionadas por la Direccion del Servicio para apoyo de la Red SS Metropolitano Sur;Publico;Avenida Santa Rosa 3453;;
13130;San Miguel;PRAIS SS Metropolitano Sur;Publico;Avenida Santa Rosa 3453;;
13130;San Miguel;Hospital Barros Luco Trudeau Santiago, San Miguel;Publico;Calle Gran Avenida Jose Miguel Carrera 3204;;
13130;San Miguel;Hospital Dr Exequiel Gonzalez Cortes Santiago, San Miguel;Publico;Calle Salvador 364;;
13402;Buin;Hospital San Luis Buin;Publico;Calle Arturo Prat 240;;
13130;San Miguel;Hospital de Enfermedades Infecciosas Dr Lucio Cordova Santiago, San Miguel;Publico;Calle Gran Avenida Jose Miguel Carrera 3204;;
13201;Puente Alto;Hospital Psiquiatrico El Peral Santiago, Puente Alto;Publico;Calle Camilo Henriquez 2451;;
13401;San Bernardo;Hospital El Pino Santiago, San Bernardo;Publico;Avenida Padre Hurtado 13560;;
13401;San Bernardo;Centro de Referencia de Salud El Pino;Publico;Avenida Los Morros 13560;;
13401;San Bernardo;Hospital Parroquial San Bernardo D;Publico;Calle Libertador Bernardo OHiggins 4;;
13130;San Miguel;Clinica San Miguel;Privado;Calle alvarez de Toledo 943;;
13130;San Miguel;Clinica Psiquiatrica Nelly Vergara;Privado;Calle Curinanca 752;;
13130;San Miguel;Centro Integramedica San Miguel;Privado;Calle El Llano Subercaseaux 3965;;
13130;San Miguel;Centro Vida Integra de San Miguel;Privado;Calle Jose Miguel Carrera 6251;;
13401;San Bernardo;Centro de Salud Mutual CChC San Bernardo;Privado;Calle Freire 339;;
13401;San Bernardo;Clinica Santa Lucia;Privado;Calle Victoria 717;;
13401;San Bernardo;Centro Vida Integra de San Bernardo;Privado;Calle Urmeneta 513;;
13116;Lo Espejo;Centro de Salud Mutual CChC Lo Espejo;Privado;Avenida Lo Sierra 3200;;
13129;San Joaquin;Clinica Santa Rosa;Privado;Calle Copacabana 493;;
13401;San Bernardo;Clinica de Cirugia Plastica;Privado;Avenida Colon 321;;
13109;La Cisterna;Clinica Santa Amalia;Privado;Calle General Freire 46;;
13402;Buin;Centro Asistencial AChS Buin;Privado;Calle Condell 755;;
13401;San Bernardo;Centro Asistencial AChS San Bernardo;Privado;Calle Eysaguirre 61;;
13130;San Miguel;Centro Asistencial AChS San Miguel;Privado;Avenida Alcalde 970;;
13404;Paine;Centro de Salud Mutual CChC Paine;Privado;No hay informacion;;
13130;San Miguel;Clinica Astra San Miguel;Privado;Calle Gran Avenida 5681;;
13401;San Bernardo;Clinica Astra San Bernardo;Privado;Calle OHiggins 401;;
13130;San Miguel;Centro Medico y Dental Megasalud Gran Avenida;Privado;Avenida Jose Miguel Carrera 5728;;
13401;San Bernardo;Centro Medico y Dental Megasalud San Bernardo;Privado;Avenida America 654;;
13404;Paine;Centro Asistencial AChS Paine;Privado;Avenida Presidente Prieto 128;;
13105;El Bosque;Consultorio Tantauco;Privado;Calle General Tavarias 83;;
13109;La Cisterna;Consultorio Prefectura Sur;Privado;Calle Gran Avenida 6868;;
13130;San Miguel;Multimedica Ltda;Privado;Calle Llano Subercaseaux 4005;;
13130;San Miguel;San Nicolas;Privado;Avenida Jose Miguel Carrera 5018;;
13401;San Bernardo;Macromedica;Privado;Calle OHiggins 453;;
13109;La Cisterna;Nefrolab;Privado;Calle Celia Zegers 141;;
13401;San Bernardo;Radiologico y Laboratorio Santa Lucia;Privado;Calle Victoria 411;;
13130;San Miguel;Centro de Salud Familiar Barros Luco;Publico;Calle angel Guarello 1319;;
13129;San Joaquin;Centro de Salud Familiar San Joaquin;Publico;Calle Francisca de Rimini 3223;;
13130;San Miguel;Centro de Salud Familiar Recreo;Publico;Calle Varas Mena 785;;
13121;Pedro Aguirre Cerda;Centro de Salud Familiar Amador Neghme;Publico;Calle Alhue 2085;;
13121;Pedro Aguirre Cerda;Centro de Salud Familiar Villa Sur;Publico;Calle Clotario Blest 6035;;
13129;San Joaquin;Centro de Salud Familiar Arturo Baeza Goni;Publico;Calle alvarez de Toledo 399;;
13121;Pedro Aguirre Cerda;Centro de Salud Familiar Padre Pierre Dubois Ex La Feria;Publico;Calle Los Comandos 4772;;
13111;La Granja;Centro de Salud Familiar Padre Esteban Gumucio;Publico;Avenida Central 281;;
13116;Lo Espejo;Centro de Salud Familiar Clara Estrella;Publico;Calle Putre 6868;;
13116;Lo Espejo;Centro de Salud Familiar Julio Acuna Pinzon;Publico;Avenida Central Raul Silva Henriquez 8260;;
13116;Lo Espejo;Centro de Salud Familiar Dra Mariela Salgado Zepeda;Publico;Calle Jose Maria Caro 3849;;
